casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,review_path
Fansport Casino,logosask/FansportCasino.png,7.3,https://fan-sport.io/en,https://fan-sport.io/en,Curacao,Fan Partners,"Mobile, Sports, Instant Play, Live Casino, Crypto Casino",tekst/Fansport Casino.txt
Leon Bet Casino,logosask/LeonBetCasino.png,7.3,https://leon.bet,https://leon.bet,"Curacao, Kahnawake Gaming Commission",R2D Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Leon Bet Casino.txt
BetOnRed Casino,logosask/BetOnRedCasino.png,7.3,https://betonred.com/,https://betonred.com/,Curacao,Betmen Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/BetOnRed Casino.txt
Lucky Circus Casino,logosask/LuckyCircusCasino.png,7.3,https://luckycircus.com/,https://luckycircus.com/,Curacao,Tycoon Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky Circus Casino.txt
Razed Casino,logosask/RazedCasino.png,7.3,http://razed.com/,http://razed.com/,Curacao,Essential Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Razed Casino.txt
Betfinal Casino,logosask/BetfinalCasino.png,7.2,https://www.betfinal.com/,https://www.betfinal.com/,Curacao,Final Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Betfinal Casino.txt
Beastino Casino,logosask/BeastinoCasino.png,7.2,https://beastino.com/,https://beastino.com/,Curacao,Lead Alliance Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Beastino Casino.txt
K8.io Casino,logosask/K8ioCasino.png,7.2,https://k8.io/,https://k8.io/,Curacao,K8 Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/K8io Casino.txt
HellSpin Casino,logosask/HellSpinCasino.png,7.2,https://hellspin.com/,https://hellspin.com/,Curacao,Hell Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/HellSpin Casino.txt
Rockwin Casino,logosask/RockwinCasino.png,7.2,http://rockwin.io,http://rockwin.io,Curacao,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Rockwin Casino.txt
CasinoStriker,logosask/CasinoStriker.png,7.2,https://www.casinostriker.com/,https://www.casinostriker.com/,Curacao,Placebo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/CasinoStriker.txt
Winmaker Casino,logosask/WinmakerCasino.png,7.2,https://www.winmaker.com/,https://www.winmaker.com/,Curacao,Bloom Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Winmaker Casino.txt
KingsWin Casino,logosask/KingsWinCasino.png,7.2,https://www.kingswin.com,https://www.kingswin.com,Estonian Tax and Customs Board,Earn Big Affiliate,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/KingsWin Casino.txt
Koi Casino,logosask/KoiCasino.png,7.2,https://www.koicasino.com/,https://www.koicasino.com/,"Curacao, Estonian Tax and Customs Board",Njord Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Koi Casino.txt
Treasure Spins Casino,logosask/TreasureSpinsCasino.png,7.2,https://treasurespins.com,https://treasurespins.com,Curacao,Infinity Stars Partners,"Crypto Casino, Mobile, Sports, Live Casino, Instant Play",tekst/Treasure Spins Casino.txt
Wizebets Casino,logosask/WizebetsCasino.png,7.2,https://wizebets.com,https://wizebets.com,Curacao,Boomerang Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Wizebets Casino.txt
Betssen Casino,logosask/BetssenCasino.png,7.2,https://www.betssen.com,https://www.betssen.com,Curacao,Betssen Affilaites,"Crypto Casino, Instant Play, Live Casino, Sports, Mobile",tekst/Betssen Casino.txt
Casino Estrella,logosask/CasinoEstrella.png,7.2,http://www.casinoestrella.com,http://www.casinoestrella.com,Curacao,iGaming Partners,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports",tekst/Casino Estrella.txt
Gudar Casino,logosask/GudarCasino.png,7.2,https://www.gudarcasino.com/,https://www.gudarcasino.com/,Curacao,Universal Slots Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Gudar Casino.txt
Slotsflix Casino,logosask/SlotsflixCasino.png,7.2,https://www.slotsflix.com,https://www.slotsflix.com,Curacao,Casimba Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Slotsflix Casino.txt
Slots City Casino,logosask/SlotsCityCasino.png,7.2,https://slotscity.com,https://slotscity.com,Curacao,SlotsCity Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Slots City Casino.txt
Rolletto Casino,logosask/RollettoCasino.png,7.2,https://rolletto.com/,https://rolletto.com/,Curacao,Rolletto Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Rolletto Casino.txt
WSM Casino,logosask/WSMCasino.png,7.2,https://www.wsmcasino.com/,https://www.wsmcasino.com/,Curacao,WSM Affilaites,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/WSM Casino.txt
Megarich Casino,logosask/MegarichCasino.png,7.2,https://megarich.com/en,https://megarich.com/en,Curacao,Beast Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Megarich Casino.txt
Rollers.io Casino,logosask/RollersioCasino.png,7.2,https://www.rollers.io,https://www.rollers.io,Curacao,Rollers.io Affiliates,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Rollersio Casino.txt
FatPirate Casino,logosask/FatPirateCasino.png,7.2,https://fatpirate.com/,https://fatpirate.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Uno Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/FatPirate Casino.txt
Mobilebet,logosask/Mobilebet.png,7.2,https://www.mobilebet.com,https://www.mobilebet.com,Malta Gaming Authority,ComeOn Connect Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Mobilebet.txt
Casiny Casino,logosask/CasinyCasino.png,7.2,https://www.casiny.com/,https://www.casiny.com/,Curacao,Casiny Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Casiny Casino.txt
LuckyStar Casino,logosask/LuckyStarCasino.png,7.2,http://www.luckystar.io,http://www.luckystar.io,Curacao,LuckyStar Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/LuckyStar Casino.txt
Buumi Casino,logosask/BuumiCasino.png,7.2,https://www.buumi.com,https://www.buumi.com,"Curacao, Estonian Tax and Customs Board",Njord Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Buumi Casino.txt
RocketSpin Casino,logosask/RocketSpinCasino.png,7.2,https://www.rocketspin.com/,https://www.rocketspin.com/,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/RocketSpin Casino.txt
Divas Luck Casino,logosask/DivasLuckCasino.png,7.1,https://divasluckcasino.com,https://divasluckcasino.com,Curacao,Infinity Stars Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Divas Luck Casino.txt
Skycrown Casino,logosask/SkycrownCasino.png,7.1,https://www.skycrown.com/,https://www.skycrown.com/,Curacao,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Skycrown Casino.txt
Bitvegas.io Casino,logosask/BitvegasioCasino.png,7.1,https://www.bitvegas.io,https://www.bitvegas.io,Curacao,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Bitvegasio Casino.txt
Betmartini Casino,logosask/BetmartiniCasino.png,7.1,https://www.betmartini.com,https://www.betmartini.com,Curacao,BetMartini Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Betmartini Casino.txt
Monixbet Casino,logosask/MonixbetCasino.png,7.1,https://monixbet.com/,https://monixbet.com/,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Monixbet Casino.txt
Boomerang-bet.io Casino,logosask/Boomerang-betioCasino.png,7.1,https://boomerang-bet.io,https://boomerang-bet.io,Kahnawake Gaming Commission,Boomerang Partners,"Crypto Casino, Live Casino, Instant Play, Mobile, Sports",tekst/Boomerang-betio Casino.txt
TikiTaka Casino,logosask/TikiTakaCasino.png,7.1,https://tikitaka.com/,https://tikitaka.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Digika Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/TikiTaka Casino.txt
HappySpins Casino,logosask/HappySpinsCasino.png,7.1,https://www.happyspins.com/,https://www.happyspins.com/,"Estonian Tax and Customs Board, Curacao, Kahnawake Gaming Commission",Grande Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/HappySpins Casino.txt
Wasino Casino,logosask/WasinoCasino.png,7.1,https://wasino.com/en,https://wasino.com/en,Curacao,Wasino Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Wasino Casino.txt
Funbet Casino,logosask/FunbetCasino.png,7.1,https://funbet.com/,https://funbet.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Trixer Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Funbet Casino.txt
Pin-up Casino,logosask/Pin-upCasino.png,7.1,https://www.pin-up.casino,https://www.pin-up.casino,Curacao,Pin-Up Partners,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Pin-up Casino.txt
HappySlots Casino,logosask/HappySlotsCasino.png,7.1,http://happyslots.com/,http://happyslots.com/,"Kahnawake Gaming Commission, Curacao",Grande Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/HappySlots Casino.txt
SpinyBet Casino,logosask/SpinyBetCasino.png,7.1,https://spinybet.com/,https://spinybet.com/,Curacao,Big Betty Affiliates,"Instant Play, Live Casino, Sports, Mobile, Crypto Casino",tekst/SpinyBet Casino.txt
Omni Slots Casino,logosask/OmniSlotsCasino.png,7.1,http://www.omnislots.com,http://www.omnislots.com,Malta Gaming Authority,Slotpartners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Omni Slots Casino.txt
NorgesSpill Casino,logosask/NorgesSpillCasino.png,7.1,http://www.norgesspill.com,http://www.norgesspill.com,Malta Gaming Authority,ComeOn Connect Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/NorgesSpill Casino.txt
Lucy's Casino,logosask/LucysCasino.png,7.1,https://lucyscasino.com/,https://lucyscasino.com/,Curacao,Infinity Stars Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Lucys Casino.txt
Space Lilly Casino,logosask/SpaceLillyCasino.png,7.1,http://www.spacelilly.com,http://www.spacelilly.com,Curacao,LuckyStar Casino Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Space Lilly Casino.txt
Solisbet Casino,logosask/SolisbetCasino.png,7.1,https://solisbet.com/,https://solisbet.com/,Curacao,Solisbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Solisbet Casino.txt
Genie Jackpot Casino,logosask/GenieJackpotCasino.png,7.1,http://geniejackpot.com/,http://geniejackpot.com/,Curacao,Genie Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Genie Jackpot Casino.txt
Haz Casino,logosask/HazCasino.png,7.1,https://www.hazcasino.com/en/,https://www.hazcasino.com/en/,Curacao,Haz Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Sports, Live Casino",tekst/Haz Casino.txt
Red Dice Casino,logosask/RedDiceCasino.png,7.1,https://www.reddice.com,https://www.reddice.com,Kahnawake Gaming Commission,Grande Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Red Dice Casino.txt
Casinobet Casino,logosask/CasinobetCasino.png,7.1,https://www.casinobet.com/,https://www.casinobet.com/,Curacao,Casinobet Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Casinobet Casino.txt
Auf Casino,logosask/AufCasino.png,7.1,http://aufcasino.com/,http://aufcasino.com/,Curacao,Combo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Auf Casino.txt
Rizz Casino,logosask/RizzCasino.png,7.1,https://rizzcasino.com/,https://rizzcasino.com/,Kahnawake Gaming Commission,Rizz Casino Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Rizz Casino.txt
GreatSpin Casino,logosask/GreatSpinCasino.png,7.1,https://www.greatspin.com,https://www.greatspin.com,Curacao,High Affiliates,"Crypto Casino, Instant Play, Mobile, Sports, Live Casino",tekst/GreatSpin Casino.txt
Zotabet Casino,logosask/ZotabetCasino.png,7.1,https://www.zotabet.com,https://www.zotabet.com,Curacao,Boomerang Partners,"Crypto Casino, Live Casino, Mobile, Instant Play, Sports",tekst/Zotabet Casino.txt
Cosmobet Casino,logosask/CosmobetCasino.png,7.1,https://www.cosmobet.com,https://www.cosmobet.com,Curacao,Cosmobet Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Cosmobet Casino.txt
JackpotFrenzy Casino,logosask/JackpotFrenzyCasino.png,7.1,https://jackpotfrenzy.com/en/,https://jackpotfrenzy.com/en/,Curacao,Jackpot Frenzy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/JackpotFrenzy Casino.txt
Orbet Casino,logosask/OrbetCasino.png,7.1,https://www.orbet.online/,https://www.orbet.online/,Curacao,Orbet Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Orbet Casino.txt
Nitrobet Casino,logosask/NitrobetCasino.png,7.1,https://nitrobetcasino.com/,https://nitrobetcasino.com/,Curacao,Nos Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Nitrobet Casino.txt
Horus Casino,logosask/HorusCasino.png,7,http://www.horuscasino.com,http://www.horuscasino.com,Curacao,Horus Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Horus Casino.txt
Wir Wetten Casino,logosask/WirWettenCasino.png,7,https://www.wirwetten.com/en/casino,https://www.wirwetten.com/en/casino,Alderney Gambling Control Commission,WirWetten Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Wir Wetten Casino.txt
QuickSlot Casino,logosask/QuickSlotCasino.png,7,https://www.quickslot.com/,https://www.quickslot.com/,"Kahnawake Gaming Commission, Estonian Tax and Customs Board, Curacao",Grande Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/QuickSlot Casino.txt
ProntoBet Casino,logosask/ProntoBetCasino.png,7,https://www.prontobet.com/en/casino,https://www.prontobet.com/en/casino,"Estonian Tax and Customs Board, Kahnawake Gaming Commission, Curacao",Grande Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/ProntoBet Casino.txt
Wildfortune.io Casino,logosask/WildfortuneioCasino.png,7,https://www.wildfortune.io/,https://www.wildfortune.io/,Curacao,Samurai Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Wildfortuneio Casino.txt
OSH Casino,logosask/OSHCasino.png,7,https://oshcasino.com/,https://oshcasino.com/,Anjouan,OSH Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/OSH Casino.txt
Bitsler Casino,logosask/BitslerCasino.png,7,https://www.bitsler.com,https://www.bitsler.com,Curacao,Bitsler Partners,"Crypto Casino, Instant Play, Sports, Live Casino, Mobile",tekst/Bitsler Casino.txt
Jackbit Casino,logosask/JackbitCasino.png,7,https://jackbit.com,https://jackbit.com,Curacao,Jackbit Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Jackbit Casino.txt
Pan-Casino,logosask/Pan-Casino.png,7,https://pan-casino.com/en,https://pan-casino.com/en,Curacao,Pan Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Pan-Casino.txt
Casino Extra,logosask/CasinoExtra.png,7,http://www.casinoextra.com,http://www.casinoextra.com,Curacao,iGaming Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Casino Extra.txt
Megaslot.io Casino,logosask/MegaslotioCasino.png,7,https://www.megaslot.io,https://www.megaslot.io,Curacao,Megapartners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Megaslotio Casino.txt
Marathonbet Casino,logosask/MarathonbetCasino.png,7,https://www.marathonbet.com/,https://www.marathonbet.com/,Curacao,Marathonbet Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Marathonbet Casino.txt
Riviera Casino,logosask/RivieraCasino.png,7,https://www.rivieracasino.com/,https://www.rivieracasino.com/,Curacao,Riviera Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Riviera Casino.txt
LyraCasino,logosask/LyraCasino.png,7,https://www.lyracasino.com/,https://www.lyracasino.com/,"Curacao, Estonian Tax and Customs Board, Kahnawake Gaming Commission",Grande Affiliates,"Instant Play, Mobile, Live Casino, Sports, Crypto Casino",tekst/LyraCasino.txt
Jacktop Casino,logosask/JacktopCasino.png,7,https://jacktop.com,https://jacktop.com,Curacao,Boomerang Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Jacktop Casino.txt
Vave Casino,logosask/VaveCasino.png,7,https://vave.com/,https://vave.com/,Costa Rica,Vave Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Vave Casino.txt
Sensei.Game Casino,logosask/SenseiGameCasino.png,7,https://www.sensei.game/,https://www.sensei.game/,Curacao,High Score Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/SenseiGame Casino.txt
SpinFever Casino,logosask/SpinFeverCasino.png,7,https://www.spinfever.com,https://www.spinfever.com,Curacao,DeepLogic Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/SpinFever Casino.txt
Dailyspins Casino,logosask/DailyspinsCasino.png,7,https://dailyspins.com/,https://dailyspins.com/,Curacao,3rd Wave Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Dailyspins Casino.txt
Whamoo Casino,logosask/WhamooCasino.png,7,https://whamoo.com/en-int/,https://whamoo.com/en-int/,Malta Gaming Authority,Slotpartners,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Whamoo Casino.txt
1xSlots Casino,logosask/1xSlotsCasino.png,7,https://1xslot.com/,https://1xslot.com/,Curacao,1xSlot Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/1xSlots Casino.txt
Mystake Casino,logosask/MystakeCasino.png,7,https://mystake.com/en/,https://mystake.com/en/,"Anjouan, Curacao",Mystake Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Mystake Casino.txt
Rooli Casino,logosask/RooliCasino.png,7,https://www.rooli.com,https://www.rooli.com,Curacao,DeepLogic Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Rooli Casino.txt
LuckyChoo Casino,logosask/LuckyChooCasino.png,7,https://luckychoo.com/,https://luckychoo.com/,Curacao,LuckyChooPartners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/LuckyChoo Casino.txt
Winning Casino,logosask/WinningCasino.png,7,https://www.winning.io,https://www.winning.io,Curacao,Feature Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Winning Casino.txt
Monro Casino,logosask/MonroCasino.png,7,https://monro.casino,https://monro.casino,Curacao,Royal Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Monro Casino.txt
Marsbet Casino,logosask/MarsbetCasino.png,7,https://www.marsbet.com/en/,https://www.marsbet.com/en/,Curacao,Marsbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Marsbet Casino.txt
Hiperwin Casino,logosask/HiperwinCasino.png,7,https://www.hiperwin.com,https://www.hiperwin.com,Curacao,iGaming Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Hiperwin Casino.txt
Cashwin Casino,logosask/CashwinCasino.png,7,https://www.cashwin.com/,https://www.cashwin.com/,Curacao,Boss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Cashwin Casino.txt
Bitcoin Games Casino,logosask/BitcoinGamesCasino.png,7,https://www.bitcoingames.com/,https://www.bitcoingames.com/,Curacao,Bitcoin Games Affiliates,"Mobile, Live Casino, Instant Play, Download, Crypto Casino",tekst/Bitcoin Games Casino.txt
Spades Queen Casino,logosask/SpadesQueenCasino.png,7,https://www.spadesqueen.com/,https://www.spadesqueen.com/,Curacao,P4P Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Spades Queen Casino.txt
Amerio Bet Casino,logosask/AmerioBetCasino.png,7,https://amerio.bet/en,https://amerio.bet/en,Curacao,Amerio Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Amerio Bet Casino.txt
Trino Casino,logosask/TrinoCasino.png,7,https://trinocasino.com/,https://trinocasino.com/,Curacao,Trino partners,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/Trino Casino.txt
Blaze Casino,logosask/BlazeCasino.png,6.9,https://blaze.com/en/,https://blaze.com/en/,Curacao,Blaze Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Blaze Casino.txt
Batery.win Casino,logosask/BaterywinCasino.png,6.9,https://batery.win/,https://batery.win/,"Curacao, Kahnawake Gaming Commission",Batery Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Baterywin Casino.txt
Shangri La Casino,logosask/ShangriLaCasino.png,6.9,https://shangrila.com/,https://shangrila.com/,Curacao,Shangri La Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Shangri La Casino.txt
Rickycasino,logosask/Rickycasino.png,6.9,https://www.rickycasino.com,https://www.rickycasino.com,Curacao,Rexaffiliates,"Mobile, Instant Play, Live Casino, Crypto Casino",tekst/Rickycasino.txt
WOLFBET Casino,logosask/WOLFBETCasino.png,6.9,https://wolfbet.com/,https://wolfbet.com/,Anjouan,WOLFBET Partners,"Sports, Mobile, Live Casino, Instant Play, Crypto Casino",tekst/WOLFBET Casino.txt
Bitstrike.io Casino,logosask/BitstrikeioCasino.png,6.9,https://www.bitstrike.io,https://www.bitstrike.io,Costa Rica,RockStar Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Bitstrikeio Casino.txt
1Go Casino,logosask/1GoCasino.png,6.9,https://1go.casino/,https://1go.casino/,Curacao,Royal Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/1Go Casino.txt
BetifyMe Casino,logosask/BetifyMeCasino.png,6.9,https://www.betifyme.com/,https://www.betifyme.com/,Curacao,Betifyme Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/BetifyMe Casino.txt
Legiano Casino,logosask/LegianoCasino.png,6.9,https://legiano.com/en/,https://legiano.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),WOW Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Legiano Casino.txt
Slottica Casino,logosask/SlotticaCasino.png,6.9,https://slottica.com/en,https://slottica.com/en,Curacao,Jim Partners,"Instant Play, Mobile, Crypto Casino, Sports, Live Casino",tekst/Slottica Casino.txt
HotSlots Casino,logosask/HotSlotsCasino.png,6.9,https://hotslots.io/,https://hotslots.io/,Curacao,EW affiliates,"Mobile, Instant Play, Live Casino, Crypto Casino",tekst/HotSlots Casino.txt
Coins Game Casino,logosask/CoinsGameCasino.png,6.9,https://coins.game,https://coins.game,Curacao,Coins Game Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Coins Game Casino.txt
Winscore Casino,logosask/WinscoreCasino.png,6.9,https://winscore.com/,https://winscore.com/,Curacao,Winscore Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Winscore Casino.txt
WinsRoyal Casino,logosask/WinsRoyalCasino.png,6.9,https://winsroyal.com,https://winsroyal.com,Curacao,Wins Royal Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/WinsRoyal Casino.txt
Onedun Casino,logosask/OnedunCasino.png,6.9,https://onedun.com/,https://onedun.com/,Curacao,P4P Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Onedun Casino.txt
Unlim Casino,logosask/UnlimCasino.png,6.9,https://unlimcasino.com,https://unlimcasino.com,Curacao,Combo Partners,"Instant Play, Crypto Casino, Live Casino, Mobile",tekst/Unlim Casino.txt
SlottoJAM Casino,logosask/SlottoJAMCasino.png,6.9,https://slottojam.com/,https://slottojam.com/,Curacao,StakePartners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/SlottoJAM Casino.txt
SpinsUP Casino,logosask/SpinsUPCasino.png,6.9,https://www.spinsup.com/,https://www.spinsup.com/,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/SpinsUP Casino.txt
EmuCasino,logosask/EmuCasino.png,6.9,http://www.emucasino.com,http://www.emucasino.com,Curacao,EmuPartners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/EmuCasino.txt
Brango Casino,logosask/BrangoCasino.png,6.9,https://casinobrango.com/,https://casinobrango.com/,Curacao,Casino Brango Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Brango Casino.txt
Ice Casino,logosask/IceCasino.png,6.9,https://icecasino.com,https://icecasino.com,Curacao,V.Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Ice Casino.txt
Sunplay Casino,logosask/SunplayCasino.png,6.9,https://sunplay.casino,https://sunplay.casino,Curacao,Sunplay Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Sunplay Casino.txt
RoyalGame Casino,logosask/RoyalGameCasino.png,6.9,https://royalgame.com/en/,https://royalgame.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Gloss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/RoyalGame Casino.txt
Avocasino,logosask/Avocasino.png,6.9,https://avocasino.com/,https://avocasino.com/,Anjouan,Avocasino Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Avocasino.txt
Lucky Nugget Casino,logosask/LuckyNuggetCasino.png,6.9,http://www.luckynuggetcasino.com,http://www.luckynuggetcasino.com,"Malta Gaming Authority, Kahnawake Gaming Commission, Alderney Gambling Control Commission",Buffalo Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Lucky Nugget Casino.txt
Slotparadise Casino,logosask/SlotparadiseCasino.png,6.9,https://www.slotparadise.com/en/casino,https://www.slotparadise.com/en/casino,"Estonian Tax and Customs Board, Kahnawake Gaming Commission, Curacao",Grande Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/Slotparadise Casino.txt
Bitcoin.com Games Casino,logosask/BitcoincomGamesCasino.png,6.9,https://games.bitcoin.com/,https://games.bitcoin.com/,Costa Rica,Bitcoin.com Games Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Bitcoincom Games Casino.txt
Betflare Casino,logosask/BetflareCasino.png,6.9,https://betflare.io/en,https://betflare.io/en,Curacao,Join Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Betflare Casino.txt
Wonaco Casino,logosask/WonacoCasino.png,6.9,https://wonaco.com/en/,https://wonaco.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Kong Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Wonaco Casino.txt
Casinozer Casino,logosask/CasinozerCasino.png,6.9,https://casinozer.com/en,https://casinozer.com/en,Curacao,Casinozer Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Casinozer Casino.txt
